age,gender,university_year,GPA,study_hours_per_day,class_attendance_percent,sleep_hours,screen_time_hours,social_media_hours,gaming_hours,exercise_hours_per_week,part_time_job,relationship_status,mental_stress_level,AI_tool_usage_hours,exam_preparation_days,coffee_consumption_per_day,extracurricular_hours_per_week,final_exam_score,assignment_score
24,Male,2,3.81,1.3,91,8.4,1,0,3,0.7,No,In a Relationship,3.4,1.1,10,0,4,100,96
23,Female,2,3.59,2.8,87,6.3,5.8,3.4,1.5,6,No,Single,5.8,0.8,15,1,7.3,79,100
21,Male,4,3.75,3.4,83,7.3,7.4,2.2,1.8,4.9,No,Single,1.3,2.1,27,5,2.5,90,90
18,Male,4,3.88,3.9,91,7.2,6.9,2.4,0.4,3.5,Yes,In a Relationship,3.8,0,11,4,3.5,100,96
28,Female,4,4,4.9,100,5.7,3.8,0,2.4,3.5,No,In a Relationship,2.2,0.5,19,0,4.4,100,100
28,Male,4,3.8,4.3,95,8.2,6.3,3.5,0,2.8,No,Single,5,2.7,19,1,2.5,100,95
28,Female,1,3.74,3.2,90,7.7,4.8,0.6,1.1,1.9,No,In a Relationship,4.3,0,5,2,5.4,100,100
23,Female,4,3.04,3.2,78,4.6,6.5,3,1.3,4.1,Yes,Single,4.6,0.1,19,4,5.9,93,90
27,Male,2,4,4.3,95,7.3,5.4,4.2,1.1,1.4,Yes,In a Relationship,4.9,0.7,8,1,4.8,100,100
22,Male,3,4,5.4,100,6.1,6.3,2.1,1.8,3.3,No,Single,3.2,2.5,12,1,4,100,95
22,Female,4,3.67,3.7,87,8.3,6.6,4.6,0,3.2,No,In a Relationship,1.9,1.6,23,1,6,91,92
18,Male,2,3.58,2.8,87,5.3,5.6,1.7,2.7,3.8,No,In a Relationship,3.8,0.1,15,3,5.3,90,84
19,Male,2,3.2,2,82,6.6,4.8,3.7,0.1,4.9,No,Single,4,1.1,9,1,6.1,76,84
21,Female,3,3.32,1.3,85,7.4,5.7,0.8,4,3.8,No,In a Relationship,3,0.8,14,0,3.4,85,87
18,Female,2,4,4.5,89,7.1,7,4.3,2,4.4,No,Single,1.1,1.6,4,0,7,100,85
22,Male,3,4,4.4,96,7.9,5.8,4.1,2.3,0,Yes,Single,3.1,1.2,17,2,7,100,100
22,Male,3,3.74,4.4,94,5.2,5.7,3.5,0.6,3.9,No,Single,3.3,1.4,9,1,4.2,100,93
18,Female,4,3.85,3.3,98,9,4.8,2.2,0.9,3.2,No,Single,3.2,0.9,1,2,2.2,100,93
26,Female,1,4,5.6,100,7.6,3.7,0.7,3.2,3.7,Yes,Single,3.5,2.5,10,0,2.3,100,97
23,Female,1,3.62,2.8,90,8.6,6.8,2.2,0,1.9,No,In a Relationship,2.3,1.2,9,2,4.3,100,98
28,Male,1,3.98,4.9,100,8,7.6,4.5,1.5,5.3,No,Single,3.7,0.6,14,1,2.3,100,90
24,Male,2,3.58,3.4,87,7,3.4,3,1.5,3.5,No,In a Relationship,3.5,2.3,6,0,2.1,100,95
24,Male,2,3.26,2.6,91,5.5,2,0.5,2.1,1.5,No,Single,6,1.8,14,1,2.5,100,91
20,Female,1,4,4.4,100,6.3,7.4,1.1,1.8,1.9,Yes,In a Relationship,3.5,0.3,9,2,8.3,100,100
18,Female,3,4,4.1,93,8.9,7.9,4.7,2.1,4.8,Yes,Single,3.4,0,12,1,4.2,100,100
26,Male,2,3.84,4,100,8.7,7.6,3.5,0.8,2.8,No,Single,3,1.7,17,1,4.2,100,100
19,Male,1,4,3.6,94,6.3,3.5,0.9,4.8,3,No,In a Relationship,1.7,0.8,17,2,5.3,96,90
18,Female,3,3.35,3.4,89,3.6,2,0.2,1.5,2.6,Yes,Single,4.9,1.2,18,0,1.4,100,86
19,Male,1,4,7.1,100,6.7,4.3,1.9,2.9,5,No,In a Relationship,3.1,2.4,8,2,2.5,100,100
28,Male,4,4,5.3,100,6.7,3.2,0,2.9,4,Yes,In a Relationship,2.5,0.2,13,0,4.1,100,100
26,Male,3,4,4.6,100,6.7,5,2.6,0,0.6,No,Single,4.8,0.1,14,0,4.9,100,100
21,Male,1,3.89,3.7,97,7.6,11.8,6.5,0,1,No,In a Relationship,4.2,0,18,4,2,100,98
23,Female,1,4,5,100,8.1,2.7,0.4,0.4,3,Yes,In a Relationship,4.5,3.4,10,3,5.2,100,87
21,Male,2,4,4.3,94,8.2,4.2,2.5,0.8,1.7,No,Single,2,2.4,5,3,3.8,100,96
22,Female,3,3.39,3.5,86,7.5,8.8,4.8,1.9,0,No,Single,7.1,1.9,16,0,5.3,88,97
24,Female,1,3.64,3,77,4.8,8,3.9,1.9,1.5,No,Single,5.6,0,19,1,5.9,100,100
27,Male,2,3.22,3.4,100,6.6,5.6,2.6,0.5,2.4,Yes,In a Relationship,3.9,0,14,0,5.4,97,95
20,Male,1,3.5,0.5,97,9.8,4.9,2.6,0,2.2,Yes,Single,3.8,1.9,7,1,7.2,89,88
19,Male,3,4,3.8,100,7.4,1.8,1.1,3.6,4.4,No,Single,2.6,1.6,23,2,4.3,100,100
20,Female,3,4,2.8,100,7.4,6.9,2.4,2.6,0,No,In a Relationship,5.3,0.9,13,0,4.3,94,100
19,Male,3,4,5.9,100,7.4,7.2,3.2,2.4,1.5,Yes,In a Relationship,4.7,0,9,1,2.3,100,100
28,Female,2,3.2,3.5,93,7.5,7,4.5,2.1,4.6,Yes,Single,5,2.3,17,2,6.1,96,92
27,Male,1,2.81,1.7,72,4.1,5,1.9,2.3,1.7,Yes,Single,6,3,20,2,2.4,94,76
28,Male,1,3.86,3.4,97,6.7,5.2,2.5,0,0.6,Yes,In a Relationship,4.4,1.6,4,3,3.5,98,100
27,Male,3,3.21,1.9,92,7,6.4,1.4,0,1.6,No,In a Relationship,4.8,0.4,15,3,5.1,100,83
22,Male,2,4,4.2,100,8.5,4.9,3.1,2.3,3.9,Yes,Single,4,2.7,18,2,4.1,100,98
25,Female,1,3.58,3.9,94,7.1,6.3,4,0,2.5,Yes,Single,5.9,1.4,11,2,4.5,87,100
21,Female,4,3.74,4.9,98,5,5.8,3.7,2.1,1.6,No,Single,5,2.8,13,1,4.9,90,100
26,Female,4,3.49,2.3,89,7.5,4.4,1,2.5,4,No,In a Relationship,4.3,0.8,11,2,4.3,100,88
24,Female,4,3.66,3.6,87,6,6.1,3,3.8,3.7,No,Single,3.6,3.3,20,2,4,84,90
18,Male,2,3.4,1.5,85,5.5,5,1.8,1.1,0.5,No,Single,2.7,0.8,6,1,5,96,88
19,Female,3,3.51,4.6,80,6,6.2,4.3,0.1,3.2,Yes,Single,3.6,0.5,11,0,6.5,95,91
25,Female,4,3.9,4.3,87,7.7,7.4,2.6,2.9,0.4,Yes,In a Relationship,3.9,2,23,3,3.7,99,91
25,Female,2,4,4.2,100,8.5,3,0.5,1.2,5.3,No,In a Relationship,2.4,1.1,9,1,2.1,100,96
26,Female,1,3.9,3.5,85,7.6,6.9,2.5,0,5.5,No,In a Relationship,3.3,1.6,4,1,5.3,100,89
22,Male,2,3.46,4.1,100,7.8,10.3,3.5,0,2.4,No,Single,5,0.2,12,1,5.8,97,85
19,Female,4,4,5.9,100,7.6,5.2,3.2,2.3,5.1,No,In a Relationship,2.4,0.2,17,3,4.2,100,98
20,Male,2,3.5,3.1,99,7.1,5.4,2,2.5,1.5,No,Single,5.7,0.8,12,2,4.3,100,93
21,Male,4,3.78,3.7,100,7.8,4.7,1.9,1.5,2.7,Yes,Single,4.8,1.6,10,2,1.5,100,97
19,Female,3,2.93,1.9,79,4.1,6.7,1.3,1.4,1.8,No,Single,5.7,0.4,15,4,6.6,83,81
22,Male,2,3.16,2.2,88,7.1,4.9,2.2,1.5,3,No,In a Relationship,5.1,2.3,24,0,2.6,96,79
20,Male,2,3.24,3.6,100,5.7,4.8,1.5,1.3,3.1,No,In a Relationship,2.4,1.1,11,4,3.8,90,87
19,Male,2,3.97,5.2,100,8.4,7.6,4.3,0,3,No,In a Relationship,4.9,2.9,22,0,1.4,100,95
27,Female,3,3.71,3.1,76,6.8,4.3,1.4,1,2.8,Yes,Single,4.4,0.1,14,0,5.4,100,82
27,Male,3,3.52,3.1,86,7,6.9,3,1.3,3.3,Yes,Single,5.1,1.5,8,1,4.1,96,96
25,Male,2,3.25,2.9,89,5.2,6,2.9,2.8,5.5,Yes,In a Relationship,5.1,1.7,20,0,4.4,96,85
18,Male,1,3.5,2.7,89,8.2,7.8,4.2,0.5,0,No,Single,5.3,1.5,10,2,2.2,100,92
21,Female,3,3.73,3.9,86,7.8,7.7,4.4,0.9,6.8,No,Single,4.1,1.2,4,2,2.3,100,89
25,Female,3,3.53,1.3,63,7.7,6.1,3.8,2.1,2.3,No,Single,5.6,2,13,0,8.7,98,84
18,Male,2,4,5.4,100,6,6,3.3,0.6,2.8,No,Single,4,0,10,0,4.3,100,97
22,Male,2,3.39,2.5,81,6.1,4.9,1.2,0.6,5.7,No,In a Relationship,3.6,1.5,21,2,7.6,93,86
19,Male,2,4,4.6,100,7.3,4.9,1.2,0,4.2,Yes,In a Relationship,2.5,0.2,14,3,3.1,100,98
22,Female,3,3.43,1.6,82,6.2,6,1.5,3.2,4.1,No,In a Relationship,3.5,0.6,9,1,2.4,85,92
22,Male,3,4,4.5,97,7.5,9.1,3.9,2.1,5.5,No,Single,1.2,1.5,16,2,4.1,100,100
24,Male,3,3.92,4.5,87,4.4,5.3,2.9,2.6,2.7,Yes,In a Relationship,4.2,2.1,12,0,3.5,99,89
24,Male,4,4,4.1,93,6.4,7.3,4.1,0.8,4.8,No,In a Relationship,4,0,14,0,3.6,100,85
27,Male,1,3.33,2,79,9.2,7.1,4.3,3.9,0.5,No,Single,4,2.9,1,2,1.5,96,95
21,Female,2,3.77,3.9,100,7.5,3.4,1.7,1.9,3.8,Yes,In a Relationship,3,2.2,6,1,8.1,100,98
22,Male,1,3.5,1.7,82,7.2,6.5,2.8,2.3,4.1,No,In a Relationship,2.6,1.2,13,1,3.7,95,93
19,Male,3,3.9,3.1,100,9.4,6.7,2.8,1.9,5.3,Yes,In a Relationship,2.4,0.1,6,0,8.8,100,94
26,Female,4,3.83,5,88,4.2,4,2.3,1.7,4.4,No,In a Relationship,5.7,2.7,9,2,2.7,100,100
20,Male,4,4,4.7,98,6,4.6,2,1.7,3.4,No,In a Relationship,3.7,1.7,17,0,5.3,100,100
20,Female,4,3.77,3.5,86,6.5,7,4.6,0.5,2.4,No,In a Relationship,6.4,1.7,15,3,4.8,100,92
26,Female,1,3.14,2,78,8,4.1,2.9,2,2.3,No,Single,5.1,0.5,18,1,3.5,82,78
18,Female,2,4,4.5,99,8.1,5.8,2.8,1.9,2.4,No,In a Relationship,3.2,1.4,12,2,5.8,100,100
25,Male,3,3.7,3.5,89,6,3.2,1.6,1,0.4,No,Single,5,0.6,9,5,2.5,100,85
22,Male,4,2.62,0.5,64,8.2,7,3.8,1.1,6.5,No,Single,2,2.4,19,2,4.1,72,94
18,Male,1,4,4.7,100,6.5,4.6,1.3,1.6,5,Yes,In a Relationship,2.2,2.4,12,0,0,100,100
28,Female,2,4,3.5,94,8.5,7,3.5,0.2,3.5,No,In a Relationship,3.8,1,7,3,6.2,100,95
23,Male,2,4,5.3,100,5.8,7,3.5,1.7,4.6,No,Single,5,0.6,20,0,3,100,100
20,Female,1,3.61,1.9,91,6.9,7,2.2,2.8,4.5,Yes,Single,5.2,2,12,4,4.3,92,87
28,Female,2,2.73,0.5,81,6.4,5.3,3.3,0,1,No,Single,4.7,1.9,17,1,4.1,92,91
21,Male,2,4,3.9,90,8.3,5.2,3.1,3,4.3,Yes,Single,3.7,0,13,0,2.1,100,92
20,Male,2,3.86,3.9,100,6.4,6.5,2.7,0.5,5.5,Yes,Single,3.8,0.9,17,3,5.7,100,90
28,Female,3,2.91,1,75,6.9,5.6,2.8,1.4,1.6,No,Single,6.2,3.4,15,2,6.4,90,75
24,Female,4,3.65,2,100,7.6,7.3,2.9,2.7,0,Yes,In a Relationship,5.8,1.2,10,0,7.6,100,99
20,Male,3,4,7.6,100,7.7,6.7,3,1.1,0.7,No,In a Relationship,4.7,1.4,10,2,4.1,100,100
27,Female,4,3.46,3,82,8.1,8.2,2.9,2.2,2.8,Yes,Single,4.6,1.7,16,3,7.3,100,92
20,Male,1,4,4.6,100,7.3,4,1.1,0.3,0.6,No,In a Relationship,4.1,0.6,13,2,6.2,100,96
27,Female,2,3.58,2.5,95,6.5,3.8,2.6,2.1,2.7,Yes,In a Relationship,5.3,2,12,2,3.5,83,93
27,Female,2,2.05,0.5,60,6.6,6.6,3.2,2.5,1.7,No,In a Relationship,5.5,1.6,10,1,0,66,74
25,Female,4,3.54,3.2,97,7,5.8,2.9,0.8,3,No,Single,3.8,2.3,11,2,6.1,93,100
25,Female,4,3.56,3.1,100,7.3,7.8,4.2,1.7,2,Yes,In a Relationship,4.8,0,4,0,3.2,89,93
20,Male,2,3.45,2.9,90,6.8,7.5,3.7,1.8,2.9,No,Single,4.7,1.6,15,3,5,100,95
24,Male,1,3.88,3.3,86,7,3.9,1.5,1.2,4.2,Yes,In a Relationship,3.5,1.4,9,1,2.8,100,100
22,Male,2,3.61,3.9,100,5.2,4.4,2.6,0.7,1.1,No,Single,4.5,0,13,1,2.5,100,100
24,Female,4,3.58,3.3,99,7.8,5.1,2.3,1.1,3.6,No,In a Relationship,3.8,0.9,12,3,6.8,100,92
26,Male,3,3.33,1.6,78,7.2,2.9,2.8,1.4,1.3,Yes,In a Relationship,3.8,1.6,13,1,0,95,89
20,Female,2,3.79,4.2,97,8.2,5.9,2.8,1.5,3,Yes,Single,3.1,1.3,12,1,1.9,100,100
22,Female,4,2.72,0.6,76,7,6.2,3.7,1.9,2.8,Yes,Single,4.4,1.2,14,1,0,82,71
25,Female,3,2.3,0.5,60,4.9,7.1,3.1,1.7,3.7,No,In a Relationship,5.1,1.2,8,1,4.1,88,70
26,Female,1,3.64,4.6,98,6.6,5.2,4.6,1,3.4,Yes,Single,6.1,0.7,12,0,1.9,100,98
26,Male,4,3.53,4.3,100,6.8,6.2,3.2,1,5.5,No,Single,4.5,3.2,12,2,1.6,100,100
22,Male,1,3.8,3.4,100,7.9,6.5,1.6,2.3,2.9,Yes,In a Relationship,4.4,1.5,8,5,2.8,100,100
26,Female,1,2.97,1.4,70,4.5,5.9,2.1,1.8,1.7,No,In a Relationship,6.7,1.5,7,0,4.4,82,75
18,Male,2,3.15,2.4,71,7,7.9,3.7,1.7,4.9,No,Single,3.5,0,9,2,5.3,92,78
22,Male,1,3.24,3.1,90,7.6,3.8,0.4,1.2,3.7,No,Single,3.5,0.9,13,1,5.5,88,100
23,Female,2,2.79,1.1,85,6.2,1.8,0.8,0.1,4.8,No,In a Relationship,3.9,0.7,7,3,7,85,77
20,Male,3,3.06,2.4,79,7.1,6,2.8,1.3,2.8,No,In a Relationship,4.3,1.2,17,3,2.6,87,77
21,Female,2,3.68,4.5,100,6.2,7.7,4.2,1.6,0.4,Yes,In a Relationship,6.3,0.9,9,1,4.9,100,84
26,Male,1,3.56,5.6,96,6.1,6.5,4.8,0.6,7.5,Yes,In a Relationship,4.4,0.6,12,1,2.7,100,91
26,Male,3,3.54,2.9,84,6.5,5.3,2.5,5.3,1.8,No,In a Relationship,5,1,15,0,3.1,100,100
26,Female,1,4,4.6,94,6.1,3.9,4.4,2.8,0.7,No,In a Relationship,4.1,0.1,5,2,4.1,100,100
28,Female,1,3.35,0.6,82,7.8,5.5,2.9,1.5,4.4,No,In a Relationship,3.6,1.8,19,4,3.5,81,90
22,Female,3,4,4.5,90,6.1,3,0.5,2.2,1.1,Yes,In a Relationship,4.6,2,8,1,5.9,100,100
22,Female,1,3.46,2.3,85,5.9,7.5,2.8,1.6,2.2,Yes,In a Relationship,5.6,1.7,19,2,4,97,100
21,Female,3,4,4,100,9.1,4.2,1.9,1.3,3.2,No,In a Relationship,2.1,2.1,15,1,5.4,100,96
18,Female,3,3.7,3.1,82,8.2,6.9,4.2,3.7,2.7,No,In a Relationship,4.2,2,3,2,0.3,97,82
27,Male,4,3.72,5.5,100,4.8,5.7,2.8,1.8,2.3,No,In a Relationship,3.9,0,11,1,3.8,100,88
23,Female,2,3.83,2.2,84,6.1,3.2,0.9,0.2,6.2,No,In a Relationship,2.6,2.7,8,5,8.2,100,89
24,Female,1,4,4.4,95,7.3,4.5,0.6,1.8,2.8,Yes,In a Relationship,3.4,2.1,20,0,2.4,100,98
20,Male,2,3.42,3.1,90,7.4,3.4,2.8,1.6,1.2,Yes,In a Relationship,5.3,0,13,2,6.3,100,100
26,Male,3,3.71,3.3,85,5.2,4.4,0,1.4,5,Yes,In a Relationship,4.1,0.4,2,3,5.9,100,100
20,Male,1,3.68,3.2,90,8.4,5,2,2,1.6,No,Single,3.8,0,18,1,5.6,100,89
18,Female,3,3.43,2.2,92,8,7.7,3.1,1.2,2.8,No,In a Relationship,3.2,1.6,15,3,5.3,89,97
27,Female,3,4,3.5,95,7.6,1,1.2,0,1.2,No,Single,3.4,0.7,14,2,0,100,100
21,Female,2,3.2,3.4,99,8.6,4.4,4.3,2.2,3.4,No,In a Relationship,6.6,1.2,12,1,4.5,99,82
25,Male,1,3.79,3.9,92,7.5,7.2,4.6,0.9,3.1,Yes,Single,3.2,2.9,5,0,1.1,100,93
24,Male,1,3.76,3.6,90,7.5,4.9,1.3,1.3,2.9,Yes,Single,2.1,2.6,20,1,2.7,100,82
26,Male,4,4,4.7,100,8.9,4.7,2.4,1.3,3.3,Yes,In a Relationship,3.4,0.2,11,0,2.1,100,100
26,Male,3,3.76,4.9,100,8.3,8,4.3,2.3,4.6,Yes,In a Relationship,4.6,1.7,19,3,3.4,100,96
20,Male,3,3.03,1.9,70,6,7,2.8,2.3,4.4,No,Single,5,3,12,2,4.3,84,84
19,Male,2,4,4.8,100,7.8,4.5,0.7,0.7,0.9,No,Single,3.7,0.3,11,1,7.7,100,100
24,Female,3,3.47,1.7,91,6.2,5.7,2.6,2.3,1.7,No,Single,3,2.2,3,2,5.1,94,100
18,Male,3,4,4.4,100,7.6,4.6,1.5,0.5,4.8,No,In a Relationship,2.8,1,8,4,3.3,100,100
26,Male,3,3.87,4.4,98,7.6,6.8,4.5,3.5,1.4,No,Single,3.1,0.3,19,2,2.8,100,100
26,Female,2,2.57,0.6,83,5.3,6.6,3.7,0,4,Yes,In a Relationship,5.2,2.7,16,5,7,86,82
26,Male,3,3.82,3.6,99,6.9,4.1,2.3,2.3,4.7,No,Single,4,0.8,15,1,4.9,100,97
26,Male,2,3.7,2.8,90,7.3,5.1,3,1.7,0,No,Single,4.5,1.1,15,1,9.1,100,100
24,Female,1,3.62,2.4,100,6.5,4.4,0.8,2.5,2.2,Yes,Single,2.4,0.8,12,2,2.7,100,93
21,Female,2,4,5.5,100,7.4,4.1,1.7,1,4.6,No,Single,2.4,2.3,10,2,6,100,90
20,Female,2,3.7,2.5,72,8,7.2,5.1,3.5,2.7,Yes,Single,3.1,2.2,8,1,2.9,95,78
28,Male,2,3.05,2.3,80,7,6.4,2.9,1.1,2.2,No,Single,4.2,0.5,10,0,3.6,85,93
24,Female,1,3.78,3.6,96,7.3,7.7,4.2,2.9,4.7,No,In a Relationship,7.4,1.3,13,2,5.4,94,96
20,Female,2,3.92,4.5,100,8.7,5.8,3.1,0,5.2,No,In a Relationship,3.1,1.6,8,1,4.5,95,100
26,Female,2,3.32,3.3,79,7.6,7.6,4.8,1.3,1.6,Yes,In a Relationship,4.5,2.2,12,0,2.7,99,80
20,Female,2,4,5.2,100,7.2,3.5,0,3.1,6.5,No,In a Relationship,2.4,0.6,12,2,4.4,100,98
24,Female,2,3.96,4.3,94,5.9,6.7,2.5,1.8,0,Yes,In a Relationship,3.8,2.6,11,0,2.9,93,100
19,Female,2,2.71,0.5,74,7.8,8.5,5.3,5,0,No,In a Relationship,4.3,2,4,3,7.9,86,95
25,Female,1,3.74,2.7,81,7.4,5.8,4.2,4.2,2.1,No,In a Relationship,4.1,0.3,7,3,4.4,95,89
21,Male,4,2.95,2.7,68,8.5,7.5,4.8,0,2.3,Yes,In a Relationship,5.4,1.7,11,2,5.8,84,91
21,Male,1,3.92,4.2,84,7.1,5.3,2.8,5.6,2.4,Yes,In a Relationship,4.5,1.7,1,3,4.8,100,95
21,Male,3,2.87,0.5,60,4.8,3.7,2,2.6,1.9,Yes,In a Relationship,4.6,0.5,17,0,3.4,71,78
23,Male,4,4,7.3,100,5,4.9,1.3,2.2,1.5,Yes,Single,5.2,1.6,18,0,5.1,100,100
26,Male,1,4,4.3,100,7.9,4.9,1.2,0,2.6,No,Single,4.9,1.2,16,2,3.5,100,100
24,Female,1,3.5,3.7,86,6.3,7.9,4,2.8,1.8,No,Single,5.8,0,13,1,2.5,100,93
26,Female,4,3.83,5.3,100,7.5,5.4,3.6,3,4.4,No,Single,2.9,0,6,0,4,95,82
20,Female,4,4,7,100,7.1,5.9,2.7,1,3.1,Yes,In a Relationship,2.1,3.2,14,3,3.9,100,95
21,Female,4,4,4.8,100,6.8,6.6,3.6,3.5,2.6,No,In a Relationship,2.8,1.1,19,1,5.6,100,96
19,Male,1,3.83,4.9,100,6.9,6.4,3,0,2.9,Yes,In a Relationship,5.1,1.3,6,1,0.9,100,100
28,Male,3,3.45,3.7,89,6,7.4,4.2,1.6,5.2,Yes,Single,3.8,0.2,25,2,0,100,82
24,Male,1,3.19,3.3,93,7,7.2,4.2,3.4,2,Yes,In a Relationship,5.6,0.6,16,3,5.6,100,91
24,Male,4,3.54,2.8,96,6.3,4,1.2,0.6,0.5,No,In a Relationship,3.7,3.4,7,2,2.7,91,95
18,Female,3,3.46,2.3,82,6.6,7.5,3.2,1,1,No,In a Relationship,5.2,3.6,7,4,0,100,94
28,Male,3,3.07,2.5,76,6.6,2.3,0.3,0.8,2.5,Yes,In a Relationship,4,0,9,0,0,91,94
26,Male,3,2.72,1.5,80,6.7,5.8,3,1,4,No,In a Relationship,3.3,1.3,12,2,5.5,89,74
21,Male,4,3.96,3.4,87,8.1,8,3.7,1.4,4.8,No,In a Relationship,4.5,3.1,10,4,3.6,97,95
18,Female,2,3.32,1,86,6.8,2.8,0.8,1,6.3,No,Single,2,1.4,1,3,6,90,87
20,Male,2,3.81,3.8,100,8.2,4.3,2.2,4.8,4.5,No,In a Relationship,2.4,1.9,5,2,3.6,100,96
18,Male,3,3.95,3.4,94,8.8,6.7,2.8,0.7,1.2,No,In a Relationship,4.6,1,12,2,1.8,99,95
27,Male,4,3.57,3.7,97,8,4.5,3.2,1.2,2.6,Yes,Single,4.6,1.7,13,0,5.5,94,96
26,Male,2,3.59,2.7,95,7.6,6.2,2.4,0.3,0,Yes,In a Relationship,4.8,2.6,17,1,4.8,100,100
20,Male,3,4,8.1,100,7.4,3.4,1,0,2.4,No,Single,2.2,1.7,9,1,2.1,100,93
25,Female,4,3.85,5.5,100,8,6.2,2.7,2.1,1.8,No,In a Relationship,3.5,0,13,2,2.1,100,93
27,Male,4,3.49,1.6,72,7.1,1.8,0.3,3.5,0,No,Single,4.3,0.6,12,3,5.1,87,84
25,Female,2,3.77,3.8,100,8.2,6.9,2.5,4.1,7.2,No,Single,5,2,8,1,3.2,100,100
27,Female,4,3.97,2.6,100,7.7,3.6,2.1,2.5,2.2,No,In a Relationship,5.5,1.1,15,3,3.1,100,97
20,Male,2,3.27,2,83,6.6,6.5,2.6,1.5,0,Yes,Single,4.3,0.7,14,0,5.1,98,87
28,Male,3,3.16,1.5,77,8.1,3.6,2,3.3,2.5,No,In a Relationship,2.8,0.1,24,5,3.1,89,100
20,Female,1,3.76,4.1,100,7.1,5.7,0.5,1.4,6.3,Yes,In a Relationship,4.2,0.2,17,2,3.8,100,94
26,Male,1,3.37,2.5,77,6.9,5.2,2.3,3.2,6.8,No,In a Relationship,3.7,0.5,4,0,2.1,100,82
26,Female,3,4,5,96,6.4,9.5,4.2,0.7,3.1,No,In a Relationship,4.4,1.7,17,3,2.7,100,86
18,Male,2,4,5,97,7.2,6.7,4.7,3.7,3.2,No,In a Relationship,4.8,0.7,5,2,7.8,100,100
18,Male,4,4,5.6,98,8.2,9,6.5,1.3,5.5,No,In a Relationship,3.4,1.4,19,1,3.5,100,100
20,Female,1,3.13,2.2,83,8.1,9.8,5.3,3.3,2.7,No,Single,5.8,1.4,11,1,4.9,100,87
26,Female,1,4,4.2,100,7.4,2.3,1,3.8,3.9,No,Single,4.4,2,14,2,5.1,100,95
25,Female,1,3.92,4.4,100,7.7,4.4,2.2,1.8,4.7,No,Single,4.8,0.4,19,1,6,100,100
20,Male,3,4,2.8,98,8.5,6.4,2.8,1.6,0.8,No,Single,5.1,2.8,14,2,4.4,100,98
26,Male,2,3.31,2.3,87,6.8,4.5,2.7,3.3,6.1,No,Single,3.2,0,16,2,4.3,83,96
27,Female,2,4,5.9,100,5.7,6.5,2.9,2.5,1.2,Yes,In a Relationship,5.8,0.9,9,0,5.9,100,90
22,Female,3,2.97,3.8,90,8.6,9.6,6.4,3.2,1.7,No,In a Relationship,6.7,0.8,7,4,0.8,100,88
25,Male,2,4,4.5,100,6.4,2.4,1.2,2.6,3.2,No,In a Relationship,4.5,0.4,12,0,8.4,100,94
28,Male,2,3.4,2.3,82,6.2,5.9,1.7,2,4.9,Yes,Single,4.4,0,15,3,3.3,100,87
26,Male,1,3.26,1.7,75,4.8,6.8,5.3,2.6,4.4,No,Single,5.8,2.4,11,4,6.2,94,80
25,Female,2,3.43,2.6,73,7.7,5.8,1.9,1.8,2.9,No,In a Relationship,2.6,2,20,1,1.6,94,93
22,Female,4,3.72,3.3,87,5.1,6.6,3.4,0.1,3.6,Yes,In a Relationship,6.7,1.7,15,2,5.2,100,87
21,Female,3,3.03,1.9,79,6.1,6.9,4.4,2.1,5.1,No,Single,4.6,0.5,10,0,6,87,97
26,Male,3,4,3.5,98,7.7,5.2,3.5,0.9,3,Yes,Single,5.3,0.7,11,3,4.7,100,100
26,Female,4,3.09,1,85,7.9,6.5,3.1,0.5,1.4,No,In a Relationship,6.7,0.9,9,2,1.2,78,81
23,Female,4,2.77,1.8,75,6.2,6.2,4.2,1.1,1.8,No,Single,6.1,1,14,4,4.8,90,79
24,Female,1,4,4.5,100,6.8,5.9,1.5,0,4.8,No,Single,4.4,2,10,0,7.2,100,100
24,Female,4,3.88,4.4,100,6,6.6,2.1,0,1.4,No,In a Relationship,3.5,0.7,13,1,6.4,100,100
27,Male,3,3.3,2.9,88,6.3,8.6,3.6,2.4,0,No,In a Relationship,4.5,0.3,20,1,3.5,100,98
26,Female,4,3.49,2,77,7.3,3.3,0,0.8,2.4,No,In a Relationship,4.2,1.3,14,0,3.2,88,71
23,Female,3,3.13,2,86,6.4,7.4,4.9,1.9,2.8,Yes,Single,4.6,1.2,12,1,3.2,100,87
18,Male,3,3.71,2.9,88,6.7,5.9,3.3,1.3,4.7,Yes,In a Relationship,2.7,1.7,11,2,4.5,95,88
20,Male,3,3.92,4.5,94,5.2,5.6,3,2.8,0.1,Yes,In a Relationship,3.7,2.6,19,1,0,100,86
26,Female,4,4,4.9,100,8.4,3.7,0.4,0.9,3.7,Yes,Single,2.3,0.8,14,1,1.6,100,100
23,Female,1,3.78,2.8,73,7.6,4.4,0.9,0,5.3,No,In a Relationship,2.4,2.1,16,1,8.2,100,92
26,Female,2,3.18,1.8,99,8,6.7,2.2,2.6,1.4,No,Single,4.8,1.3,9,2,3.4,83,88
20,Female,3,3.51,3.9,99,8.5,7,4,0,3.2,No,In a Relationship,3,2.2,5,2,1.1,100,100
23,Female,3,3.45,2.3,79,6,1.3,0,1.8,0,No,Single,5.3,2.4,18,0,6.2,80,94
22,Female,2,3.11,2.7,74,6.6,6.5,4,1.8,4.7,No,In a Relationship,3.1,0.4,17,0,8.8,91,82
